2020-11-10 00:24:41,097 - load_items.handle - DEBUG - Создан товар Артикул ПТ18 | Название: Fallon
2020-11-10 00:24:41,207 - load_items.handle - DEBUG - Создан товар Артикул ПТ19 | Название: Andrew
2020-11-10 00:24:41,320 - load_items.handle - DEBUG - Создан товар Артикул ПТ20 | Название: Zia
2020-11-10 00:24:41,437 - load_items.handle - DEBUG - Создан товар Артикул ПТ21 | Название: Silas
2020-11-10 00:24:41,563 - load_items.handle - DEBUG - Создан товар Артикул ПТ22 | Название: Alden
2020-11-10 00:24:41,669 - load_items.handle - DEBUG - Создан товар Артикул ПТ23 | Название: Jada
2020-11-10 00:24:41,803 - load_items.handle - DEBUG - Создан товар Артикул ПТ24 | Название: Ulric
2020-11-10 00:24:41,918 - load_items.handle - DEBUG - Создан товар Артикул ПТ25 | Название: Leroy
2020-11-10 00:24:42,027 - load_items.handle - DEBUG - Создан товар Артикул ПТ26 | Название: Flynn
2020-11-10 00:24:42,134 - load_items.handle - DEBUG - Создан товар Артикул ПТ27 | Название: Kibo
2020-11-10 00:24:42,310 - load_items.handle - DEBUG - Создан товар Артикул ПТ28 | Название: Madonna
2020-11-10 00:24:42,441 - load_items.handle - DEBUG - Создан товар Артикул ПТ29 | Название: Imogene
2020-11-10 00:24:42,559 - load_items.handle - DEBUG - Создан товар Артикул ПТ30 | Название: Hop
2020-11-10 00:24:42,673 - load_items.handle - DEBUG - Создан товар Артикул ПТ31 | Название: Macaulay
2020-11-10 00:24:42,797 - load_items.handle - DEBUG - Создан товар Артикул ПТ32 | Название: Kylie
2020-11-10 00:24:42,915 - load_items.handle - DEBUG - Создан товар Артикул ПТ33 | Название: David
2020-11-10 00:24:43,021 - load_items.handle - DEBUG - Создан товар Артикул ПТ34 | Название: Blythe
2020-11-10 00:24:43,139 - load_items.handle - DEBUG - Создан товар Артикул ПТ35 | Название: Cecilia
2020-11-10 00:24:43,257 - load_items.handle - DEBUG - Создан товар Артикул ПТ36 | Название: Beverly
2020-11-10 00:24:43,354 - load_items.handle - DEBUG - Создан товар Артикул ПТ37 | Название: Abel
2020-11-10 00:24:43,463 - load_items.handle - DEBUG - Создан товар Артикул ПТ38 | Название: Thor
2020-11-10 00:24:43,588 - load_items.handle - DEBUG - Создан товар Артикул ПТ39 | Название: Lael
2020-11-10 00:24:43,686 - load_items.handle - DEBUG - Создан товар Артикул ПТ40 | Название: Sean
2020-11-10 00:24:43,796 - load_items.handle - DEBUG - Создан товар Артикул ПТ41 | Название: Rudyard
2020-11-10 00:24:43,893 - load_items.handle - DEBUG - Создан товар Артикул ПТ42 | Название: Damon
2020-11-10 00:24:43,996 - load_items.handle - DEBUG - Создан товар Артикул ПТ43 | Название: Finn
2020-11-10 00:24:44,093 - load_items.handle - DEBUG - Создан товар Артикул ПТ44 | Название: Jordan
2020-11-10 00:24:44,202 - load_items.handle - DEBUG - Создан товар Артикул ПТ45 | Название: Bertha
2020-11-10 00:24:44,308 - load_items.handle - DEBUG - Создан товар Артикул ПТ46 | Название: Chaney
2020-11-10 00:24:44,418 - load_items.handle - DEBUG - Создан товар Артикул ПТ47 | Название: Devin
2020-11-10 00:24:44,524 - load_items.handle - DEBUG - Создан товар Артикул ПТ48 | Название: Igor
2020-11-10 00:24:44,634 - load_items.handle - DEBUG - Создан товар Артикул ПТ49 | Название: Declan
2020-11-10 00:24:44,740 - load_items.handle - DEBUG - Создан товар Артикул ПТ50 | Название: Lev
2020-11-10 00:24:44,873 - load_items.handle - DEBUG - Создан товар Артикул ПТ51 | Название: Darryl
2020-11-10 00:24:45,049 - load_items.handle - DEBUG - Создан товар Артикул ПТ52 | Название: Chelsea
2020-11-10 00:24:45,163 - load_items.handle - DEBUG - Создан товар Артикул ПТ53 | Название: Hermione
2020-11-10 00:24:45,281 - load_items.handle - DEBUG - Создан товар Артикул ПТ54 | Название: Noah
2020-11-10 00:24:45,387 - load_items.handle - DEBUG - Создан товар Артикул ПТ55 | Название: Connor
2020-11-10 00:24:45,388 - load_items.handle - ERROR - UNIQUE constraint failed: main_item.title --- ['56', 'Beverly', '0795']
2020-11-10 00:24:45,503 - load_items.handle - DEBUG - Создан товар Артикул ПТ57 | Название: Dylan
2020-11-10 00:24:45,629 - load_items.handle - DEBUG - Создан товар Артикул ПТ58 | Название: Cyrus
2020-11-10 00:24:45,736 - load_items.handle - DEBUG - Создан товар Артикул ПТ59 | Название: Russell
2020-11-10 00:24:45,860 - load_items.handle - DEBUG - Создан товар Артикул ПТ60 | Название: Jackson
2020-11-10 00:24:45,969 - load_items.handle - DEBUG - Создан товар Артикул ПТ61 | Название: Jade
2020-11-10 00:24:46,059 - load_items.handle - DEBUG - Создан товар Артикул ПТ62 | Название: Whilemina
2020-11-10 00:24:46,160 - load_items.handle - DEBUG - Создан товар Артикул ПТ63 | Название: Griffith
2020-11-10 00:24:46,259 - load_items.handle - DEBUG - Создан товар Артикул ПТ64 | Название: Lilah
2020-11-10 00:24:46,368 - load_items.handle - DEBUG - Создан товар Артикул ПТ65 | Название: Ocean
2020-11-10 00:24:46,474 - load_items.handle - DEBUG - Создан товар Артикул ПТ66 | Название: Kylee
2020-11-10 00:24:46,592 - load_items.handle - DEBUG - Создан товар Артикул ПТ67 | Название: Winifred
2020-11-10 00:24:46,689 - load_items.handle - DEBUG - Создан товар Артикул ПТ68 | Название: Farrah
2020-11-10 00:24:46,800 - load_items.handle - DEBUG - Создан товар Артикул ПТ69 | Название: Edan
2020-11-10 00:24:46,897 - load_items.handle - DEBUG - Создан товар Артикул ПТ70 | Название: Philip
